Table Range A2:AS541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTY,JURS NAME,Planning period progress,Planning Period Length (Years),Planning Period Half-Way Point,1st APR,Last APR,Planning period beginning,Planning period end,Planning period,RHNA VLI,VLI PERMITS,VLI DR UNITS,VLI (NDR) UNITS,VLI REMAINING UNITS,VLI % Complete,Prorated VLI RHNA,Excess VLI,RHNA LI,LI PERMITS,LI (DR) UNITS,LI (NDR) UNITS,LI REMAINING UNITS,Lower Permits,Lower Remain,LI % Complete,% Lower Complete,RHNA MOD,MOD PERMITS,MOD REMAINING UNITS,MOD % Complete,RHNA ABOVE MOD,ABOVE MOD PERMITS,ABOVE MOD REMAINING UNITS,ABOVE MOD % Complete,RHNA TOTAL,TOTAL PERMITS,TOTAL RHNA REMAIN,PRORATION FACTOR,10%,50%,EXEMPT,STATUS,Exempt but for 2019 APR,50% but for 2019 APR
LOS ANGELES,PALOS VERDES ESTATES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,4,,,,4,,2,0,3,,,,3,0,3,,0.00%,3,,3,,6,,6,,16,,16,0.5,YES,NO,NO,Successful,NO,NO
BUTTE,PARADISE,75.00%,8,2018,2014,2021,6/15/14,6/15/22,15-JUN-14 - 15-JUN-22,141,0,0,0,141,0.00%,71,0,100,10,10,0,90,10,90,10.00%,10.00%,93,8,85,8.60%,303,42,261,13.86%,637,60,577,0.5,YES,NO,NO,No 2019 APR,NO,NO
LOS ANGELES,PARAMOUNT,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,26,0,0,0,26,0.00%,13,0,16,0,0,0,16,0,16,0.00%,0.00%,17,0,17,0.00%,46,11,35,23.91%,105,11,94,0.5,YES,NO,NO,Successful,NO,NO
FRESNO,PARLIER,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,110,126,101,25,0,114.55%,55,71,82,53,31,22,29,124,0,64.63%,151.22%,77,7,70,9.09%,319,0,319,0.00%,588,186,418,0.5,YES,NO,NO,Received - Not successful,NO,NO
LOS ANGELES,PASADENA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,340,144,144,0,196,42.35%,170,0,207,38,38,0,169,38,169,18.36%,18.36%,224,45,179,20.09%,561,1565,0,278.97%,1332,1792,544,0.5,NO,YES,NO,Successful,NO,YES
SAN LUIS OBISPO,PASO ROBLES,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,123,211,211,0,0,171.54%,123,88,77,88,88,0,0,176,0,114.29%,228.57%,87,209,0,240.23%,206,188,18,91.26%,493,696,18,1,YES,NO,NO,Successful,NO,NO
STANISLAUS,PATTERSON,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,636,,,,636,,318,0,408,,,,408,0,408,,0.00%,416,,416,,1031,,1031,,2491,,2491,0.5,YES,NO,NO,No 2019 APR,NO,NO
RIVERSIDE,PERRIS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1026,359,359,0,667,34.99%,513,0,681,0,0,0,681,0,681,0.00%,0.00%,759,222,537,29.25%,1814,923,891,50.88%,4280,1504,2776,0.5,NO,YES,NO,Successful,NO,YES
SONOMA,PETALUMA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,199,9,9,0,190,4.52%,100,0,103,18,18,0,85,18,85,17.48%,17.48%,121,55,66,45.45%,322,668,0,207.45%,745,750,341,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,PICO RIVERA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,217,,,,217,,109,0,131,,,,131,0,131,,0.00%,140,,140,,362,,362,,850,,850,0.5,YES,NO,NO,Successful,NO,NO
ALAMEDA,PIEDMONT,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,24,3,3,0,21,12.50%,12,0,14,6,0,6,8,6,8,42.86%,42.86%,15,5,10,33.33%,7,12,0,171.43%,60,26,39,0.5,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,PINOLE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,80,0,0,0,80,0.00%,40,0,48,0,0,0,48,0,48,0.00%,0.00%,43,1,42,2.33%,126,6,120,4.76%,297,7,290,0.5,YES,NO,NO,Successful,NO,NO
SAN LUIS OBISPO,PISMO BEACH,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,38,0,0,0,38,0.00%,38,0,24,12,12,0,12,12,12,50.00%,50.00%,27,0,27,0.00%,64,253,0,395.31%,153,265,77,1,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,PITTSBURG,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,392,23,23,0,369,5.87%,196,0,254,218,215,3,36,218,36,85.83%,85.83%,316,414,0,131.01%,1063,638,425,60.02%,2025,1293,830,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,PLACENTIA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,112,0,0,0,112,0.00%,56,0,81,0,0,0,81,0,81,0.00%,0.00%,90,31,59,34.44%,209,112,97,53.59%,492,143,349,0.5,NO,YES,NO,Successful,NO,YES
PLACER,PLACER COUNTY,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1365,36,36,0,1329,2.64%,683,0,957,85,41,44,872,85,872,8.88%,8.88%,936,67,869,7.16%,1773,1466,307,82.68%,5031,1654,3377,0.5,NO,YES,NO,Successful,NO,YES
EL DORADO,PLACERVILLE,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,78,0,0,0,78,0.00%,39,0,55,0,0,0,55,0,55,0.00%,0.00%,69,51,18,73.91%,170,122,48,71.76%,372,173,199,0.5,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,PLEASANT HILL,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,118,0,0,0,118,0.00%,59,0,69,0,0,0,69,0,69,0.00%,0.00%,84,13,71,15.48%,177,60,117,33.90%,448,73,375,0.5,YES,NO,NO,Successful,NO,NO
ALAMEDA,PLEASANTON,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,716,245,245,0,471,34.22%,358,0,391,72,71,1,319,72,319,18.41%,18.41%,407,27,380,6.63%,553,1470,0,265.82%,2067,1814,1170,0.5,NO,YES,NO,Successful,NO,YES
PLUMAS,PLUMAS COUNTY,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,12,0,0,0,12,0.00%,12,0,8,0,0,0,8,0,8,0.00%,0.00%,12,34,0,283.33%,25,100,0,400.00%,57,134,20,1,NO,YES,NO,Successful,NO,YES
AMADOR,PLYMOUTH,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,0,1,0.00%,1,37,0,3700.00%,4,37,3,1,NO,YES,NO,Successful,NO,YES
MENDOCINO,POINT ARENA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,2,0,200.00%,1,8,0,800.00%,4,10,2,1,NO,YES,NO,Successful,NO,YES
LOS ANGELES,POMONA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,919,,,,919,,460,0,543,,,,543,0,543,,0.00%,592,,592,,1572,,1572,,3626,,3626,0.5,YES,NO,NO,Successful,NO,NO
VENTURA,PORT HUENEME,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0.00%,0,0,0,0.00%,2,0,2,0.5,NO,YES,NO,Successful,NO,YES
TULARE,PORTERVILLE,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,623,10,0,10,613,1.61%,312,0,576,44,16,28,532,44,532,7.64%,7.64%,566,195,371,34.45%,1431,86,1345,6.01%,3196,335,2861,0.5,YES,NO,NO,Successful,NO,NO
PLUMAS,PORTOLA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,3,0,0,0,3,0.00%,3,0,2,0,0,0,2,0,2,0.00%,0.00%,3,0,3,0.00%,5,1,4,20.00%,13,1,12,1,YES,NO,NO,Successful,NO,NO
SAN MATEO,PORTOLA VALLEY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,21,4,0,4,17,19.05%,11,0,15,1,0,1,14,1,14,6.67%,6.67%,15,4,11,26.67%,13,24,0,184.62%,64,33,42,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,POWAY,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,201,26,26,0,175,12.94%,101,0,152,26,26,0,126,26,126,17.11%,17.11%,282,0,282,0.00%,618,103,515,16.67%,1253,155,1098,0.5,YES,NO,NO,Successful,NO,NO
SACRAMENTO,RANCHO CORDOVA,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1539,100,100,0,1439,6.50%,770,0,1079,0,0,0,1079,0,1079,0.00%,0.00%,1303,110,1193,8.44%,3087,1623,1464,52.58%,7008,1833,5175,0.5,NO,YES,NO,Successful,NO,YES
SAN BERNARDINO,RANCHO CUCAMONGA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,209,18,18,0,191,8.61%,105,0,141,11,11,0,130,11,130,7.80%,7.80%,158,31,127,19.62%,340,1280,0,376.47%,848,1340,448,0.5,NO,YES,NO,Successful,NO,YES
RIVERSIDE,RANCHO MIRAGE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,23,0,0,0,23,0.00%,12,0,15,0,0,0,15,0,15,0.00%,0.00%,18,1,17,5.56%,39,36,3,92.31%,95,37,58,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,RANCHO PALOS VERDES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,8,5,5,0,3,62.50%,4,1,5,0,0,0,5,1,4,0.00%,20.00%,5,0,5,0.00%,13,82,0,630.77%,31,87,13,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,RANCHO ST. MARGARITA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0.00%,0,0,0,0.00%,2,0,2,0.5,NO,YES,NO,Successful,NO,YES
TEHAMA,RED BLUFF,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,73,0,0,0,73,0.00%,73,0,52,46,26,20,6,46,6,88.46%,88.46%,61,29,32,47.54%,137,0,137,0.00%,323,75,248,1,YES,NO,NO,Successful,NO,NO
SHASTA,REDDING,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,287,35,35,0,252,12.20%,287,0,181,129,129,0,52,129,52,71.27%,71.27%,205,113,92,55.12%,502,629,0,125.30%,1175,906,396,1,NO,YES,NO,Successful,NO,YES
SAN BERNARDINO,REDLANDS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,579,0,0,0,579,0.00%,290,0,396,0,0,0,396,0,396,0.00%,0.00%,453,4,449,0.88%,1001,263,738,26.27%,2429,267,2162,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,REDONDO BEACH,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,372,0,0,0,372,0.00%,186,0,223,0,0,0,223,0,223,0.00%,0.00%,238,0,238,0.00%,564,124,440,21.99%,1397,124,1273,0.5,YES,NO,NO,Successful,NO,NO
SAN MATEO,REDWOOD CITY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,706,7,7,0,699,0.99%,353,0,429,112,71,41,317,112,317,26.11%,26.11%,502,0,502,0.00%,1152,1722,0,149.48%,2789,1841,1518,0.5,NO,YES,NO,Successful,NO,YES
FRESNO,REEDLEY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,393,55,55,0,338,13.99%,197,0,204,1,0,1,203,1,203,0.49%,0.49%,161,48,113,29.81%,553,7,546,1.27%,1311,111,1200,0.5,YES,NO,NO,Successful,NO,NO
SAN BERNARDINO,RIALTO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,636,0,0,0,636,0.00%,318,0,432,0,0,0,432,0,432,0.00%,0.00%,496,0,496,0.00%,1151,96,1055,8.34%,2715,96,2619,0.5,YES,NO,NO,Successful,NO,NO
CONTRA COSTA,RICHMOND,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,438,266,266,0,172,60.73%,219,47,305,160,160,0,145,207,98,52.46%,67.87%,410,0,410,0.00%,1282,436,846,34.01%,2435,862,1573,0.5,YES,NO,NO,Successful,NO,NO
KERN,RIDGECREST,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,159,,,,159,,80,0,131,,,,131,0,131,,0.00%,207,,207,,848,,848,,1345,,1345,0.5,YES,NO,NO,No 2019 APR,NO,NO
HUMBOLDT,RIO DELL,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,8,0,0,0,8,0.00%,8,0,4,0,0,0,4,0,4,0.00%,0.00%,4,0,4,0.00%,15,1,14,6.67%,31,1,30,1,YES,NO,NO,Successful,NO,NO
SOLANO,RIO VISTA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,45,0,0,0,45,0.00%,23,0,36,4,0,4,32,4,32,11.11%,11.11%,48,155,0,322.92%,170,317,0,186.47%,299,476,77,0.5,NO,YES,NO,Successful,NO,YES
SAN JOAQUIN,RIPON,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,308,0,0,0,308,0.00%,154,0,215,0,0,0,215,0,215,0.00%,0.00%,231,0,231,0.00%,726,209,517,28.79%,1480,209,1271,0.5,YES,NO,NO,Successful,NO,NO
STANISLAUS,RIVERBANK,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,321,33,33,0,288,10.28%,161,0,206,38,38,0,168,38,168,18.45%,18.45%,217,0,217,0.00%,536,123,413,22.95%,1280,194,1086,0.5,YES,NO,NO,Successful,NO,NO
RIVERSIDE,RIVERSIDE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,2002,0,0,0,2002,0.00%,1001,0,1336,0,0,0,1336,0,1336,0.00%,0.00%,1503,12,1491,0.80%,3442,70,3372,2.03%,8283,82,8201,0.5,YES,NO,NO,Successful,NO,NO
RIVERSIDE,RIVERSIDE COUNTY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,7173,164,155,9,7009,2.29%,3587,0,4871,82,82,0,4789,82,4789,1.68%,1.68%,5534,1033,4501,18.67%,12725,2000,10725,15.72%,30303,3279,27024,0.5,YES,NO,NO,Successful,NO,NO
PLACER,ROCKLIN,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1040,0,0,0,1040,0.00%,520,0,729,0,0,0,729,0,729,0.00%,0.00%,709,787,0,111.00%,1335,1667,0,124.87%,3813,2454,1769,0.5,NO,YES,NO,Successful,NO,YES
SONOMA,ROHNERT PARK,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,181,109,109,0,72,60.22%,91,18,107,109,109,0,0,127,0,101.87%,118.69%,127,19,108,14.96%,484,941,0,194.42%,899,1178,180,0.5,NO,NO,YES,Successful,YES,NO
LOS ANGELES,ROLLING HILLS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,2,,,,2,,1,0,1,,,,1,0,1,,0.00%,1,,1,,2,,2,,6,,6,0.5,YES,NO,NO,No 2019 APR,NO,NO
LOS ANGELES,ROLLING HILLS ESTATES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,1,0,100.00%,2,4,0,200.00%,5,5,2,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,ROSEMEAD,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,153,0,0,0,153,0.00%,77,0,88,0,0,0,88,0,88,0.00%,0.00%,99,0,99,0.00%,262,0,262,0.00%,602,0,602,0.5,YES,NO,NO,Successful,NO,NO
PLACER,ROSEVILLE,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,2268,94,94,0,2174,4.14%,1134,0,1590,29,29,0,1561,29,1561,1.82%,1.82%,1577,2174,0,137.86%,3043,2489,554,81.79%,8478,4786,4289,0.5,NO,YES,NO,Successful,NO,YES
MARIN,ROSS,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,6,2,2,0,4,33.33%,3,0,4,0,0,0,4,0,4,0.00%,0.00%,4,3,1,75.00%,4,1,3,25.00%,18,6,12,0.5,YES,NO,NO,Successful,NO,NO
SACRAMENTO,SACRAMENTO,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,4944,197,140,57,4747,3.98%,2472,0,3467,358,146,212,3109,358,3109,10.33%,10.33%,4482,3483,999,77.71%,11208,2203,9005,19.66%,24101,6241,17860,0.5,YES,NO,NO,Successful,NO,NO
SACRAMENTO,SACRAMENTO COUNTY,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,3149,76,76,0,3073,2.41%,1575,0,2208,117,117,0,2091,117,2091,5.30%,5.30%,2574,890,1684,34.58%,5913,1527,4386,25.82%,13844,2610,11234,0.5,YES,NO,NO,Successful,NO,NO
NAPA,SAINT HELENA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,8,5,5,0,3,62.50%,4,1,5,3,3,0,2,4,1,60.00%,80.00%,5,4,1,80.00%,13,50,0,384.62%,31,62,6,0.5,NO,NO,YES,Successful,YES,NO
MONTEREY,SALINAS,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,537,116,116,0,421,21.60%,269,0,351,77,77,0,274,77,274,21.94%,21.94%,407,4,403,0.98%,934,301,633,32.23%,2229,498,1731,0.5,YES,NO,NO,Successful,NO,NO
MARIN,SAN ANSELMO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,33,15,12,3,18,45.45%,17,0,17,21,20,1,0,21,0,123.53%,123.53%,19,16,3,84.21%,37,36,1,97.30%,106,88,22,0.5,NO,YES,NO,Successful,NO,YES
SAN BENITO,SAN BENITO COUNTY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,198,0,0,0,198,0.00%,99,0,120,0,0,0,120,0,120,0.00%,0.00%,164,3,161,1.83%,355,564,0,158.87%,837,567,479,0.5,NO,YES,NO,Successful,NO,YES
SAN BERNARDINO,SAN BERNARDINO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,980,57,57,0,923,5.82%,490,0,696,18,18,0,678,18,678,2.59%,2.59%,808,12,796,1.49%,1900,90,1810,4.74%,4384,177,4207,0.5,YES,NO,NO,Received - Not successful,NO,NO
SAN BERNARDINO,SAN BERNARDINO COUNTY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,9,116,51,65,0,1288.89%,5,111,6,432,23,409,0,543,0,7200.00%,9050.00%,7,403,0,5757.14%,17,487,0,2864.71%,39,1438,0,0.5,NO,NO,YES,Successful,YES,NO
SAN MATEO,SAN BRUNO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,358,0,0,0,358,0.00%,179,0,161,24,18,6,137,24,137,14.91%,14.91%,205,42,163,20.49%,431,53,378,12.30%,1155,119,1036,0.5,YES,NO,NO,Successful,NO,NO
VENTURA,SAN BUENAVENTURA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,861,113,113,0,748,13.12%,431,0,591,46,46,0,545,46,545,7.78%,7.78%,673,62,611,9.21%,1529,1013,516,66.25%,3654,1234,2420,0.5,NO,YES,NO,Successful,NO,YES
SAN MATEO,SAN CARLOS,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,195,5,5,0,190,2.56%,98,0,107,13,13,0,94,13,94,12.15%,12.15%,111,11,100,9.91%,183,434,0,237.16%,596,463,384,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,SAN CLEMENTE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,134,65,65,0,69,48.51%,67,0,95,28,28,0,67,28,67,29.47%,29.47%,108,7,101,6.48%,244,416,0,170.49%,581,516,237,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,SAN DIEGO,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,21977,1206,1206,0,20771,5.49%,10989,0,16703,1798,1798,0,14905,1798,14905,10.76%,10.76%,15462,4,15458,0.03%,33954,20905,13049,61.57%,88096,23913,64183,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,SAN DIEGO COUNTY,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,2085,25,25,0,2060,1.20%,1043,0,1585,220,220,0,1365,220,1365,13.88%,13.88%,5864,719,5145,12.26%,12878,2795,10083,21.70%,22412,3759,18653,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,SAN DIMAS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,121,0,0,0,121,0.00%,61,0,72,0,0,0,72,0,72,0.00%,0.00%,77,0,77,0.00%,193,35,158,18.13%,463,35,428,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,SAN FERNANDO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,55,28,28,0,27,50.91%,28,0,32,38,4,34,0,38,0,118.75%,118.75%,35,3,32,8.57%,95,38,57,40.00%,217,107,116,0.5,YES,NO,NO,Successful,NO,NO
SAN FRANCISCO,SAN FRANCISCO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,6234,1859,1859,0,4375,29.82%,3117,0,4639,2258,2258,0,2381,2258,2381,48.67%,48.67%,5460,1283,4177,23.50%,12536,18232,0,145.44%,28869,23632,10933,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,SAN GABRIEL,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,236,1,0,1,235,0.42%,118,0,142,2,0,2,140,2,140,1.41%,1.41%,154,93,61,60.39%,398,220,178,55.28%,930,316,614,0.5,NO,YES,NO,Successful,NO,YES
RIVERSIDE,SAN JACINTO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,562,0,0,0,562,0.00%,281,0,394,0,0,0,394,0,394,0.00%,0.00%,441,8,433,1.81%,1036,318,718,30.69%,2433,326,2107,0.5,YES,NO,NO,Successful,NO,NO
FRESNO,SAN JOAQUIN,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,103,0,0,0,103,0.00%,52,0,36,0,0,0,36,0,36,0.00%,0.00%,35,0,35,0.00%,204,0,204,0.00%,378,0,378,0.5,YES,NO,NO,Successful,NO,NO
SAN JOAQUIN,SAN JOAQUIN COUNTY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,2496,66,0,66,2430,2.64%,1248,0,1727,406,87,319,1321,406,1321,23.51%,23.51%,1724,717,1007,41.59%,4220,1555,2665,36.85%,10167,2744,7423,0.5,YES,NO,NO,Successful,NO,NO
SANTA CLARA,SAN JOSE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,9233,995,995,0,8238,10.78%,4617,0,5428,231,231,0,5197,231,5197,4.26%,4.26%,6188,1585,4603,25.61%,14231,11820,2411,83.06%,35080,14631,20449,0.5,NO,YES,NO,Successful,NO,YES
SAN BENITO,SAN JUAN BAUTISTA,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,10,0,0,0,10,0.00%,5,0,6,0,0,0,6,0,6,0.00%,0.00%,8,0,8,0.00%,17,0,17,0.00%,41,0,41,0.5,YES,NO,NO,Successful,NO,NO
ORANGE,SAN JUAN CAPISTRANO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,147,0,0,0,147,0.00%,74,0,104,2,2,0,102,2,102,1.92%,1.92%,120,2,118,1.67%,267,351,0,131.46%,638,355,367,0.5,NO,YES,NO,Successful,NO,YES
ALAMEDA,SAN LEANDRO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,504,109,109,0,395,21.63%,252,0,270,88,88,0,182,88,182,32.59%,32.59%,352,0,352,0.00%,1161,23,1138,1.98%,2287,220,2067,0.5,YES,NO,NO,Successful,NO,NO
SAN LUIS OBISPO,SAN LUIS OBISPO,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,285,166,166,0,119,58.25%,285,0,179,31,31,0,148,31,148,17.32%,17.32%,201,13,188,6.47%,478,809,0,169.25%,1143,1019,455,1,NO,YES,NO,Successful,NO,YES
SAN LUIS OBISPO,SAN LUIS OBISPO CO.,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,336,52,32,20,284,15.48%,336,0,211,89,64,25,122,89,122,42.18%,42.18%,237,156,81,65.82%,563,1567,0,278.33%,1347,1864,487,1,NO,YES,NO,Successful,NO,YES
SAN DIEGO,SAN MARCOS,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,1043,187,187,0,856,17.93%,522,0,793,104,104,0,689,104,689,13.11%,13.11%,734,64,670,8.72%,1613,2597,0,161.00%,4183,2952,2215,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,SAN MARINO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,1,1,0,0,100.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,0,4,0,0.00%,0,24,0,0.00%,2,29,1,0.5,NO,YES,NO,Successful,NO,YES
